	TCGA-55-6971-11A	TCGA-91-6847-11A	TCGA-55-6970-11A	TCGA-55-6983-11A	TCGA-44-6778-11A	TCGA-49-4490-11A	TCGA-55-6982-11A	TCGA-50-5930-11A	TCGA-55-6978-11A	TCGA-49-6761-11A	TCGA-55-6979-11A	TCGA-44-6145-11A	TCGA-38-4625-11A	TCGA-50-5931-11A	TCGA-73-4676-11A	TCGA-50-5939-11A	TCGA-44-6777-11A	TCGA-44-3396-11A	TCGA-50-5935-11A	TCGA-49-6744-11A	TCGA-38-4626-11A	TCGA-49-6742-11A	TCGA-44-6144-11A	TCGA-55-6986-11A	TCGA-91-6836-11A	TCGA-44-6146-11A	TCGA-91-6829-11A	TCGA-55-6981-11A	TCGA-91-6835-11A	TCGA-50-6595-11A	TCGA-55-6968-11A	TCGA-44-6148-11A	TCGA-49-4512-11A	TCGA-44-2668-11A	TCGA-55-6984-11A	TCGA-49-6745-11A	TCGA-55-6969-11A	TCGA-38-4627-11A	TCGA-91-6831-11A	TCGA-44-2665-11A	TCGA-50-5933-11A	TCGA-91-6849-11A	TCGA-55-6972-11A	TCGA-44-2662-11A	TCGA-50-5936-11A	TCGA-50-5932-11A	TCGA-44-2661-11A	TCGA-44-2657-11A	TCGA-38-4632-11A	TCGA-44-6147-11A	TCGA-91-6828-11A	TCGA-49-6743-11A	TCGA-55-6975-11A	TCGA-44-6776-11A	TCGA-44-5645-11A	TCGA-55-6985-11A	TCGA-55-6980-11A	TCGA-44-2655-11A
SARM1	3.0445	2.1049	2.2903	2.1651	2.2673	0.8107	3.0183	1.3114	1.8739	1.3605	1.5577	1.5907	1.0924	1.4436	0.6025	2.1583	1.2509	1.7878	2.2436	2.1093	0.9141	1.6404	1.4304	2.2483	2.0404	2.7297	1.2586	3.1015	3.8985	2.4133	2.2609	2.2246	0.5318	1.5451	1.9033	1.1464	2.0575	0.9715	0.9598	2.2843	1.2374	2.0497	2.3286	1.7068	2.0095	2.576	2.2214	1.8516	0.9351	1.1717	1.5883	1.4655	2.922	2.1987	2.3435	1.3288	3.0517	1.9338
POLDIP2	82.0509	94.286	84.3318	100.1749	87.8704	105.6133	93.1866	95.6812	89.1727	105.2298	83.7671	85.201	93.8951	94.1944	89.3379	93.9323	90.0912	94.8322	102.337	102.9221	90.9592	97.9343	107.9339	86.9574	88.1248	94.5328	81.666	95.8499	107.1073	92.3613	88.8809	80.4224	77.2853	110.1024	84.4407	94.2464	82.6677	95.6308	71.0051	114.6106	81.8128	93.7297	90.5381	99.8185	96.1151	95.7662	113.5038	124.177	135.0861	83.726	92.1401	100.9908	91.1215	102.195	108.3	73.8715	92.1283	106.2556
PLXND1	79.8423	62.0377	103.7907	69.1385	122.9043	40.4174	111.1779	57.3575	80.8223	98.8185	75.6235	69.0104	53.6206	99.4398	50.4057	147.9567	101.814	127.5841	141.5002	130.4989	56.3254	65.9439	110.2836	94.7221	93.7381	118.1958	71.8234	168.3617	59.2655	130.6299	75.0982	83.7829	33.9416	97.6361	50.4882	34.4079	94.2649	51.5375	71.1578	141.1759	78.9312	97.4954	135.1807	136.1857	122.809	121.0066	141.8768	88.4881	56.9403	91.4371	69.1884	80.0456	87.3151	101.0057	131.7055	72.9596	105.343	182.4639
AK2	37.7965	35.1407	38.3162	31.8399	38.8819	45.1903	39.9138	30.7617	34.7968	34.2719	30.7209	33.3877	31.4895	29.4716	34.5144	35.2231	31.3506	32.5293	37.1282	36.7184	29.9596	42.0706	34.8543	30.5793	34.0134	36.8185	24.9141	39.6348	38.0773	34.4637	35.8322	32.3245	34.81	34.7319	30.9297	45.7219	32.9987	39.8895	32.9312	38.3877	34.6413	32.1112	34.8195	30.2707	35.7599	35.0877	37.8621	39.3162	34.8371	27.1883	32.7197	45.3357	40.6434	37.1256	35.5478	32.0776	32.2106	35.5316
CD38	19.6085	22.9075	11.3276	28.1057	7.0656	5.0481	22.354	35.9704	23.5291	4.4454	29.8583	37.5883	3.2106	5.3311	11.4576	4.4028	9.8401	19.1384	14.4305	5.9823	8.3107	44.9483	3.2166	22.9299	6.381	30.0395	4.8094	4.8877	30.3383	8.902	6.2048	22.5049	9.3713	23.6714	18.0258	11.4953	9.682	8.9788	11.416	7.0711	18.8372	27.9019	12.4768	9.9433	4.1067	20.1278	8.5193	12.7982	11.6005	15.5121	25.4689	13.2465	24.8592	7.6953	4.5133	4.911	15.3922	2.6771
FKBP4	20.9131	32.574	32.4792	24.5873	25.4176	30.8808	33.9831	22.0885	27.2659	30.3666	19.2647	24.7149	22.8949	24.2471	17.1999	24.456	29.7382	24.3874	28.4721	27.4425	19.8848	21.3754	27.4602	36.251	29.7262	27.7599	18.9949	32.786	32.3853	26.4492	27.5702	31.8725	21.1532	28.1148	25.5915	27.3336	18.1816	28.9484	24.9761	29.0026	27.9883	21.9718	28.8053	27.4264	24.5129	27.362	30.9243	29.0202	29.0922	25.5316	36.7252	24.4879	23.4939	32.9243	35.2235	23.9221	30.9	31.5609
KDM1A	35.5293	37.6184	38.1135	34.5793	37.5876	26.7053	44.7178	29.3342	40.1889	32.7183	31.7233	29.7265	24.6775	26.241	21.8401	38.5284	30.8352	39.2105	38.516	42.8065	27.359	35.5435	33.5202	44.5465	34.0808	39.2631	28.4633	43.9778	52.796	36.3338	32.848	46.5574	19.0229	33.7903	32.2375	30.4231	31.2428	23.7459	32.1197	38.6621	36.3248	40.4169	37.9807	31.262	35.532	40.1743	40.3662	34.8596	23.2419	31.2424	36.5329	35.1701	38.3488	40.2457	40.6848	33.4349	35.0283	41.9632
RBM6	50.457	36.6037	44.8727	34.2036	43.2236	8.6465	48.9242	19.3901	33.0557	21.934	31.7347	33.6257	11.3998	22.3276	8.8888	26.6754	16.6281	20.9402	19.4897	32.6868	14.1998	22.9878	28.2534	40.557	34.1938	38.4034	32.6492	72.0289	48.9577	32.7109	31.1456	39.8761	9.1661	19.4405	29.3848	14.6092	44.2528	8.0607	35.4777	22.2089	42.0854	44.3333	59.3642	19.6927	31.6506	33.9729	26.0524	27.5969	10.5606	33.6131	31.9209	20.9728	31.8062	44.787	29.8302	43.3959	63.5457	22.3111
CAMKK1	8.4529	8.0976	3.4553	5.1286	5.6199	3.2222	6.5906	5.4776	5.3688	4.5645	5.418	5.0313	5.706	3.6817	3.0823	4.9946	4.7214	5.4953	7.6777	5.2881	6.1034	4.1542	5.666	6.2604	7.223	7.0474	8.7467	7.0232	7.1663	7.2501	8.4658	5.3811	2.6801	6.6327	5.0553	2.9761	9.1637	2.5449	3.4556	4.1832	2.9817	5.7107	6.681	4.5429	7.0195	6.165	6.5255	5.7936	3.9897	3.5228	4.1941	5.9663	5.6395	5.838	6.4767	5.214	8.906	6.6917
RECQL	18.1776	12.8037	27.0534	16.252	28.1395	15.7751	27.1546	13.2165	20.0511	13.6423	17.7375	15.1426	12.6142	13.132	11.3472	22.1042	20.5634	25.5642	22.8248	27.394	11.8871	14.0074	16.0204	15.2383	19.1398	28.6295	17.3079	19.2906	21.2794	19.9216	14.4554	24.9406	10.0299	18.9787	13.4425	19.0901	15.2294	14.6743	28.5748	14.8698	19.5885	21.3908	19.7455	13.0095	21.1178	28.5215	21.8257	15.8922	15.1281	23.5417	20.2438	21.0481	19.8264	18.8932	19.1501	17.0496	16.5295	19.0977
VPS50	8.832	7.6538	10.7212	8.7317	10.1667	8.4128	10.0069	7.0917	9.4508	7.667	7.1253	6.3403	7.0079	5.95	5.7904	8.3011	7.5066	8.2332	8.8745	9.503	6.9396	5.8538	8.6028	9.1042	8.2789	9.5269	8.2306	11.0839	8.0467	9.3231	6.6598	10.0046	8.124	6.0191	9.1171	8.841	7.0129	7.7952	10.3826	7.2726	5.6295	8.1733	9.0443	6.3206	8.4598	9.063	8.3356	6.8996	8.2542	5.1553	8.4858	8.2253	8.1149	9.9871	9.4184	8.4254	8.3373	8.1287
HSPB6	13.0362	15.2531	12.2941	7.5873	16.3747	13.4868	25.0504	18.6791	18.4612	9.6861	6.0359	13.5714	27.989	23.1586	13.4655	40.584	30.4135	44.8514	27.2526	15.5753	13.1961	12.1774	16.2685	19.6209	4.9853	25.6025	6.0119	13.7963	21.831	24.0427	13.5276	34.4796	6.0844	21.5304	13.8297	14.1405	12.3153	25.4492	8.7163	37.8717	33.1676	20.4111	20.447	37.9349	16.0875	30.3551	30.6364	11.2518	10.3705	14.5753	23.0794	20.5907	21.4874	6.0409	31.2788	15.7705	18.9909	53.006
ARHGAP33	2.8051	2.4663	3.5317	1.6816	3.7895	0.4487	3.6763	1.3843	4.2588	1.0078	1.9012	2.8939	0.9566	1.553	0.8094	1.9972	1.0723	1.7337	1.0827	1.3468	1.5151	1.289	2.8127	4.7976	2.504	2.8936	2.7616	6.2542	4.7897	3.3156	2.9159	3.1837	0.2179	1.2069	2.3101	0.7553	5.2453	0.7521	2.5911	1.8009	3.0674	3.8829	7.093	2.3489	2.5455	3.2992	1.9277	2.0357	0.5292	3.2621	2.8464	0.9475	4.2891	2.7499	1.6641	2.6718	5.2962	1.8645
NDUFAB1	63.3124	74.8951	69.9091	70.8995	66.4767	136.1984	75.6175	64.7273	88.7248	81.333	63.6419	64.1601	79.4082	66.3589	99.0161	55.5424	64.0317	60.7509	65.7607	54.5479	84.0374	72.7174	71.2998	86.6841	59.1985	52.3565	66.8024	68.0446	87.8193	57.9088	79.196	69.3788	131.9925	61.6269	87.6963	131.002	61.4762	131.1658	46.9563	73.6723	60.9916	75.3486	69.3955	49.3101	54.7795	57.1029	60.1248	70.8758	107.5426	56.7348	73.7317	73.592	58.4765	59.1293	81.5846	72.1745	66.1402	71.1509
PDK4	130.5942	83.9765	193.6823	74.982	128.7012	273.1014	130.6752	294.3992	126.0217	103.1307	161.2828	215.782	137.9885	182.9412	578.972	134.6282	89.4151	595.2175	131.2042	896.9023	63.6362	149.786	369.478	189.2163	129.772	179.0045	67.8578	110.2613	32.9271	249.603	32.2738	288.8614	58.0209	138.8548	73.1998	174.897	42.9771	143.1064	230.3732	223.2781	154.6349	399.141	141.9304	257.0872	190.3116	204.4674	64.1457	59.1335	88.328	372.0781	199.1393	115.5258	54.4001	665.22	80.9206	90.8564	102.8631	83.8622
SLC22A16	0.1501	0.1496	1.8508	0.0638	1.1961	0.0447	0.066	0.2362	0.094	0.4071	0.1038	0.9139	0.3565	0.1045	0.2595	0.1044	0.1337	0.1702	0.1215	0.2047	0.3077	1.4845	0.3485	0.0229	0.2	0.0325	0.4019	0.1186	0.0526	0.0298	0.1613	3.3298	0.0902	0.4831	0	0.0924	0.0276	0.2209	0.2683	0.2877	0.1135	1.1337	0.1317	0.1821	0.0816	0.0694	0.0775	0.278	0.4384	0.1457	0.0787	0.0781	0.2495	0.2073	0.06	0.1245	0.0735	0.1931
ZMYND10	1.3867	99.7604	7.3796	38.6797	12.8747	12.9195	61.9369	0.8165	104.0649	3.5323	7.8119	17.4332	29.2213	1.7319	9.0882	3.8834	17.3176	35.9386	43.0802	11.6675	54.4914	73.856	1.2567	171.7894	17.9271	2.6342	23.6727	31.8625	257.49	19.9415	10.5452	123.7169	33.9284	1.6233	60.0142	121.5429	7.8714	4.1577	1.2701	9.5956	41.8868	99.5714	18.7033	1.8809	6.3265	8.9164	7.229	17.0548	10.6725	8.6978	78.0917	1.7956	2.4102	30.8819	40.5501	36.9142	36.2846	36.1225
ABCB5	0.0739	0.0505	0.2694	0.0269	0.0618	0.0661	0.0557	0.0111	0.0661	0.043	0.073	0	0.0388	0.0993	0.0876	0.2754	0.0226	0.041	0.1025	0.0741	0.1731	0.0265	0.4216	1.2615	0.0603	0.2192	0.0085	0.267	0.0444	0.044	0	0.0224	0	0.0741	0.0441	0.0878	0.1746	0.0544	0.0755	0.1503	0	0.0399	0.1112	0.0769	0.0115	0.4394	0.0654	0.0503	0.2313	0.0088	0.0443	0.0989	0.0602	0.1125	0.1351	0.0409	0	0.0543
ARX	0.0314	5.1418	0.6006	1.0001	0.3675	0.2246	3.9743	0.0659	3.8917	0.0426	0.5208	0.6638	1.1831	0.0656	0.4232	0.2293	0.9056	1.5863	2.8194	0.5504	1.2438	4.4858	0	7.7447	0.8603	0.2444	1.2607	1.6367	7.298	1.4935	0.3036	4.8222	0.8209	0	2.3281	3.0445	0.4499	0.1155	0	0.3265	1.9928	4.8599	0.8263	0.0415	0.3412	0.4789	0.243	0.8223	0.1375	1.0707	4.8739	0.098	0	1.1891	1.4556	0.7811	1.3373	2.0834
SLC25A13	15.3025	13.9239	15.7946	17.2259	18.8687	10.5553	16.7487	13.4347	17.1245	15.0391	13.9148	14.7151	12.3401	11.835	11.5856	16.3573	12.2466	17.347	22.9615	22.0518	15.9363	16.6019	18.6671	17.1378	19.1949	17.0254	17.9261	24.1454	16.2425	15.0271	14.0447	13.5229	10.5016	20.9966	12.3852	11.7547	18.8243	13.2994	14.977	20.599	15.1976	17.8421	14.4603	12.711	18.7036	18.7467	20.0289	14.4937	15.2364	19.6176	14.2628	19.8494	18.506	22.7067	14.6403	16.4634	14.3985	18.0973
ST7	30.1259	33.2566	22.1613	26.5724	19.5829	28.503	22.8557	35.909	23.5783	29.4669	25.4916	27.6449	24.5089	23.7831	22.3998	25.7716	23.3031	23.1149	22.5618	29.9576	22.0489	31.1182	27.344	20.2397	27.8962	27.9481	17.434	21.7022	22.2493	24.034	22.8744	24.5159	20.9224	28.5441	28.2967	31.5724	25.5482	20.0478	21.6072	28.62	30.8505	26.753	24.4253	25.3757	27.0626	26.467	26.4831	22.757	21.1459	25.1087	29.2121	31.7488	31.4123	30.8354	25.8549	21.8744	24.4684	21.4859
CDC27	24.0134	20.9288	29.5431	24.7913	33.9475	28.5136	32.3802	20.7398	26.9435	24.3541	21.903	23.0228	17.3353	27.054	18.2425	31.6708	21.6732	27.0124	30.9131	33.4383	19.9639	23.9295	23.769	24.8963	22.7687	32.2851	18.2376	33.1573	25.8889	31.7505	18.6581	26.3962	21.8042	26.4594	22.587	24.7556	20.7842	24.2737	40.6614	22.2413	31.7897	30.2906	28.4678	20.144	30.8639	32.9204	28.753	20.7512	25.1173	32.1276	29.3189	35.6091	26.8977	28.0136	25.3672	28.2381	21.6954	28.603
SLC4A1	0.0572	0.0228	0.3406	0.0729	1.4701	0.4435	0.1258	0.1801	0.3583	0.9309	0.3692	1.2101	0.4909	0.7372	3.9165	0.8557	0.1019	0.38	0.463	0.4236	1.5202	0.6535	0.2302	0.1484	0.7841	0.198	0.3064	0.5726	0.1204	0.8734	0	1.2962	0.086	0.3794	0	0.1409	0.3365	0.9543	0.8864	0.1253	0.7265	0.5762	0.2761	1.0224	1.0367	0.2381	0.0886	0.0303	1.8174	3.5701	3.6017	0.9526	0.2717	0.3161	0.9149	0.4746	0.028	0.5005
CALCR	0.1157	0.2491	0.3839	0.2361	0.4744	0.207	0.7023	0.1457	0.232	0.0942	0.096	0.6454	0.1809	0.1451	0.2161	0.6039	0.3958	0.4387	0.0281	0.7037	0.0527	0.1354	0.258	0.2437	0.1851	0.3605	0.0744	0.2927	0	0.179	0.0746	0.5081	0.2714	0.2032	0.3023	0.2566	0.1532	0.3066	0.1655	0.2282	0.315	0.204	0.3352	0.4597	0.1007	0.2248	0.4839	0.0551	0.3296	0.3274	0.1457	0.1445	0.4948	0.2741	0.7589	0.1792	0.2381	0.1549
HCCS	22.6457	22.7959	28.6815	26.4786	30.0402	38.9488	28.6664	23.8555	26.1751	27.7165	22.4946	22.6989	27.1909	24.2748	29.3348	26.3361	26.2568	29.718	30.5348	28.8705	38.4403	23.3595	26.4203	26.5255	23.248	25.1722	24.0283	25.1809	21.8129	24.787	24.0323	25.4295	25.2815	34.9555	25.2984	38.1892	21.4814	36.5305	31.0982	25.2396	23.8753	24.681	24.3796	20.486	28.3461	24.5923	28.9694	25.5992	36.0974	26.5166	28.9307	31.387	23.597	27.8551	25.4835	25.4228	20.7153	26.3807
DVL2	19.0434	18.5599	17.0109	14.8902	18.3359	11.8114	21.2478	14.1471	20.4058	17.3851	15.4672	14.6923	16.9885	14.1623	11.6596	19.7046	17.0187	18.9503	18.6853	18.2528	14.0984	12.9264	19.2757	21.5185	17.369	23.5507	13.1628	20.1731	19.9828	19.7968	20.4536	20.444	10.5027	15.0695	15.3614	12.8452	18.0064	15.0852	12.8725	18.657	16.6276	19.6546	20.0679	20.9711	22.6268	21.5301	22.9667	20.0507	11.5891	11.0648	15.495	15.197	21.4353	19.877	23.7936	15.9181	23.9374	24.2627
PRSS22	20.1249	16.2759	9.8319	16.0947	14.2817	4.8765	15.033	8.5177	17.2527	9.2838	13.7182	15.1351	11.9105	14.3915	6.6335	8.2569	7.448	12.133	6.9674	9.5858	20.7478	12.9865	10.9651	25.5063	9.364	10.481	8.9915	18.7876	22.3867	8.4616	14.7178	13.6426	4.326	14.9701	15.8046	11.8543	22.2873	8.3872	10.994	10.7303	28.3733	19.7665	12.5198	14.5711	13.6396	7.9048	10.8235	9.4061	6.8708	25.6171	17.5933	8.0638	19.511	10.5815	13.2766	16.5286	13.914	9.1768
UPF1	44.3494	57.816	45.5339	41.763	41.4059	18.9239	60.8717	54.7057	56.4725	56.5645	42.6246	41.9456	29.3006	32.0399	31.9268	45.0418	39.8883	67.6846	53.8768	47.5551	33.7503	25.9939	54.1973	54.0967	39.4241	57.5368	37.3684	56.8031	48.3035	61.4093	39.3592	59.3281	15.1864	63.8312	39.668	18.5888	45.4583	27.0317	49.0993	61.7134	38.2821	52.3839	49.6719	56.7276	42.342	45.9562	60.5142	49.4807	22.0036	52.0569	51.998	27.502	44.4937	54.1803	63.8121	40.957	52.5447	58.3476
SKAP2	42.6328	32.788	63.2569	39.0625	69.0959	51.6378	56.7751	38.6046	49.9831	51.3705	37.5349	43.9234	44.7607	40.5129	42.187	63.8285	50.0711	61.2196	50.2599	68.6301	46.7299	26.559	46.0012	43.8843	45.6387	55.3856	48.6847	52.2315	32.5894	58.004	38.8776	52.6261	38.705	43.079	36.4076	45.9786	36.0456	64.5864	68.5758	39.2019	55.7779	49.2058	52.555	42.4015	51.7345	70.5064	45.7883	39.3969	42.2962	44.7025	47.3434	51.5498	45.2784	44.6809	55.1041	53.6591	39.6427	56.1656
SLC25A5	406.7562	434.3452	406.5821	483.4871	380.8115	715.3642	340.1563	465.0998	356.7655	506.4265	459.6527	395.2527	519.2904	397.4772	701.5316	422.2026	440.7632	429.1758	414.762	532.1485	596.7796	561.995	502.6304	293.6697	523.5691	435.156	418.8542	394.4119	391.6223	343.0098	461.4848	342.4845	644.4639	599.8857	421.5031	668.4357	377.1772	718.1877	368.9024	571.8579	432.6591	446.9705	356.5021	440.0046	452.8006	419.6306	477.3244	593.8944	750.4421	453.6659	412.3708	619.1182	406.1498	539.591	391.6123	358.6572	328.9354	391.7675
MCUB	15.4749	11.0133	21.1126	17.3111	17.0086	22.3998	20.1624	15.5205	12.0862	10.2147	18.0568	15.1981	12.9035	10.3403	18.5923	9.4676	14.7784	16.6871	12.2817	12.8887	19.3111	13.5343	10.3405	10.0186	13.3755	14.735	14.8867	12.6425	18.3681	13.5074	16.1345	11.5625	24.4232	18.3083	15.9123	21.5629	13.3392	25.4722	12.1403	12.9916	12.7181	7.8218	11.9786	10.6631	9.1169	13.9199	16.0917	20.3203	19.1531	14.068	11.0481	15.4503	11.3213	9.8302	12.9044	13.304	12.1583	10.3274
HOXA11	0	0.0438	0	0	0	0.1638	0	0	0.1835	0.0993	0	0.0352	0.0337	0	0	0.1911	0.1174	0.0356	0.0445	0.0428	0.0167	0	0.034	0	0	0	0.3236	0	0	0.0871	0	0	0.0991	0.0214	0.0191	0	0.0404	0.1078	0	0.0201	0	0	0	0.0242	0	0	0.0851	0.0872	0	0	0	0.0381	0	0	0	0.1013	0	0.0377
POLR2J	41.4656	47.1803	44.5339	53.5084	39.2748	63.0907	52.5179	53.5868	51.3136	54.0879	47.4738	48.7503	58.8213	44.8384	57.9064	44.4852	48.7937	46.3745	42.9049	40.6455	69.8862	52.9919	51.5795	54.3201	52.391	40.1568	55.7459	52.4323	55.0968	44.3192	65.0468	45.0949	45.9925	46.7676	45.0259	71.5656	46.6096	72.7214	39.2017	59.007	40.4989	48.761	51.3658	53.0873	46.3483	44.0246	50.2042	63.5056	56.8872	38.7695	45.7874	53.9726	44.5029	47.9094	62.4059	49.9834	49.8088	56.1574
DHX33	10.6509	9.8521	10.1008	10.0066	10.0825	6.2663	14.6754	9.8323	9.4309	8.6995	8.8008	9.5116	5.6888	8.8017	5.4636	10.8529	7.7222	11.9212	12.8708	12.9283	5.4757	9.0028	10.9284	10.7512	9.6985	13.2116	7.9482	13.4198	12.541	11.9502	8.4201	11.8939	5.4816	10.8577	9.5424	4.7726	10.1464	5.3549	11.4697	10.6221	10.781	11.5833	12.3118	6.6822	9.8756	13.6302	12.0647	8.4844	7.5453	12.0245	9.4772	8.0472	10.6571	11.8935	10.3815	9.6172	11.7577	11.1115
MEOX1	2.9234	0.3059	0.5595	0.5125	2.889	2.5498	1.4463	1.6492	0.5951	0.1487	1.8699	1.2299	0.3024	0.3055	0.3412	2.0978	6.8747	2.9663	14.3315	4.9568	1.7316	24.5004	0.2716	0.7864	1.3775	6.4983	0.1762	1.2129	14.8826	1.9784	5.3037	1.3457	4.2524	3.5077	0.3819	2.8701	4.3932	2.2325	0.7841	6.3244	0.7957	0.4601	1.2028	2.8304	0.5166	2.0788	7.6688	3.6852	1.2411	0.5778	0.2685	35.4518	1.7707	0.6058	3.7994	0.9905	0.4296	7.3916
THSD7A	3.2032	3.3068	4.8747	2.7149	4.3053	1.4807	5.3828	3.052	2.9479	4.308	1.9057	1.8499	1.3453	2.7208	2.0978	5.2859	1.7693	3.7706	5.6384	7.2088	0.746	3.2987	1.8866	3.0974	2.3303	5.0056	0.6686	4.2568	1.789	6.0844	1.5006	4.0616	1.0896	1.9639	2.6834	2.7035	2.6349	1.2447	5.5039	5.8413	4.9842	4.2811	4.8063	3.086	2.9969	5.0402	5.6054	1.5986	0.5882	3.7603	4.7608	6.4451	4.0934	4.5244	4.6443	3.3161	3.4055	5.7334
LIG3	5.2413	5.7435	5.8951	4.7123	4.7239	2.6018	7.1048	5.1513	6.8412	4.3043	4.9548	5.2587	3.8169	4.9706	2.6952	6.3404	3.9509	6.7594	5.5363	5.3496	3.8616	4.3564	5.8396	5.74	4.5682	6.4396	4.1387	6.4767	6.9107	5.6552	4.1366	6.8283	2.4461	5.1337	3.9297	3.6883	4.8871	2.9716	5.5395	6.0275	5.896	7.3054	5.3551	5.29	5.0245	7.0515	6.5399	5.0642	3.4854	5.7172	6.7725	4.3679	4.21	6.1262	4.8462	5.254	5.3428	5.3096
RPAP3	13.059	12.4518	15.4972	14.1575	15.7942	11.7637	15.3736	10.9458	15.2157	10.3795	12.8573	10.6961	9.1452	9.1423	9.3036	11.8006	11.7723	12.3046	14.3705	16.0822	10.477	13.1312	12.4019	15.5809	13.749	13.703	11.4037	13.857	17.2604	13.2459	12.6259	15.6508	11.3355	11.0431	11.2988	14.4464	11.1199	11.8979	18.3223	10.3133	13.8862	13.0397	12.4564	8.2583	13.7448	15.5849	12.4607	13.488	12.3668	13.6344	14.9894	12.8712	11.9741	15.5515	12.475	14.2658	11.112	12.5121
ACSM3	5.9201	4.7154	7.3876	10.1851	4.0892	4.5859	4.6863	4.2061	4.1076	6.5647	5.4344	5.2299	3.9065	4.3917	4.036	8.977	7.1904	3.1242	6.0981	10.483	3.6933	8.2885	4.0368	2.3415	8.1596	5.4382	4.7467	8.2262	3.2589	5.736	6.9801	5.2522	4.8358	5.468	5.0443	5.9031	6.7736	4.4151	6.026	9.3494	4.2733	4.1777	5.3448	5.3577	7.6408	6.2462	7.2949	7.3356	8.9097	2.2306	4.2467	8.8712	7.3619	6.4253	5.1303	6.1538	4.1492	6.5227
REXO5	1.5925	1.393	2.1229	2	2.2503	1.8924	2.2578	1.1476	2.3821	1.6119	1.9066	1.3714	1.3005	0.8942	2.096	1.7615	0.9401	2.8421	1.6162	2.8072	1.4403	2.4242	1.3027	3.5808	1.1132	1.5735	1.8909	2.705	3.5019	1.5697	1.2777	2.7943	1.2865	1.6973	1.5275	2.2842	1.1797	1.3297	1.1901	2.2391	2.2643	3.5915	1.8777	1.6837	1.7836	1.4181	1.6014	2.0007	2.1615	1.9781	2.8437	1.8804	2.1342	2.7585	2.0341	2.0774	2.9341	2.3978
CIAPIN1	33.3321	35.5143	35.8588	36.3825	36.6488	49.0927	36.2779	35.7418	38.464	40.7815	31.3185	32.8027	32.2852	29.3686	45.6376	30.4801	34.394	37.177	38.8236	30.9722	34.3217	37.0411	40.6477	31.293	37.0194	33.9678	27.968	40.3125	38.7559	34.3855	33.8787	27.9009	35.6444	45.5112	32.8994	49.1884	32.5268	49.5801	34.9153	38.188	31.5512	31.1685	37.6867	27.2291	32.8875	39.4344	44.8468	39.8857	43.5766	32.3549	34.1627	45.4003	33.9618	38.3785	40.2193	29.4308	33.4481	38.8458
SPPL2B	14.9621	14.3669	9.6125	9.4873	13.6521	4.1708	15.2218	8.4324	15.5923	9.1104	9.6724	10.2209	7.4911	7.3772	5.7936	8.4684	7.8135	12.7975	9.1954	7.2232	7.7712	8.6324	11.9529	20.7466	8.4102	11.0953	10.6576	21.8587	20.1257	10.7429	14.5563	14.7186	4.3961	10.9468	11.9051	5.8903	17.2724	7.0675	8.0783	13.9149	8.6753	17.4299	18.7975	11.0211	9.7971	11.0741	11.5049	13.136	6.6812	9.8211	10.4083	6.6631	15.5426	11.698	12.7145	10.5934	18.9876	11.1175
FAM214B	12.3848	10.8531	17.5623	13.2687	18.6704	7.4454	15.3688	12.2585	15.3999	12.8684	12.7191	16.9209	14.8211	14.768	10.0817	18.4786	14.1394	19.0655	17.4013	17.6368	25.9862	14.1337	15.861	16.55	14.5849	15.0213	23.0939	16.4017	14.0981	16.7244	18.8516	13.9051	6.0286	22.8504	13.3823	7.8747	15.9253	14.2835	12.8548	14.5734	14.9215	22.6582	22.9253	15.3831	17.469	17.5664	21.1043	15.482	9.4883	21.6853	16.0539	12.11	14.5272	17.2623	17.0033	13.7017	15.655	18.4684
COPZ2	15.6574	20.5435	19.2427	15.6222	21.5685	33.2592	17.6863	18.8515	19.0243	18.8212	9.0528	19.2359	20.6343	21.2868	28.3585	29.1329	30.394	25.3771	23.0169	22.1055	13.8143	16.9418	27.9207	16.9288	16.5694	21.4111	13.4232	15.8089	19.5084	21.185	20.3798	25.5884	17.9506	18.2369	20.6571	27.4837	16.4608	32.9561	16.1996	24.6935	16.0582	21.5612	19.6494	36.9548	15.8883	24.1217	31.5491	22.496	14.0564	14.6428	13.5742	35.2131	17.3894	17.1777	35.3483	16.0477	16.3914	28.8659
PRKAR2B	10.4776	9.2961	23.3732	13.6503	16.8948	18.8071	17.0598	17.8788	15.682	11.4121	12.4297	13.625	11.8909	21.347	17.7202	16.3207	13.1601	17.4294	18.2895	24.933	12.1487	10.6758	11.9049	22.5189	10.4234	17.7665	9.3037	23.4824	13.8976	18.8779	6.803	20.6204	17.4556	12.5203	11.9431	13.4948	7.6874	14.142	17.5059	11.3388	14.9557	23.7588	18.0209	10.321	11.3445	18.0683	12.073	9.9585	10.6757	17.6874	12.9449	12.3146	10.587	18.4897	20.4272	15.8276	12.8705	15.8832
MSL3	11.2801	9.106	14.3671	10.7508	14.452	11.2883	16.042	8.2947	12.1536	9.3774	9.5621	8.5701	7.8969	6.442	7.6911	9.3545	8.3088	9.6838	9.1713	10.4098	10.848	7.2584	8.3806	13.08	11.0021	10.7253	12.7654	16.2501	12.7752	9.9684	12.1701	12.5805	9.4095	9.655	10.947	11.6878	12.2541	11.2374	10.2731	8.7225	8.0313	11.2218	13.023	6.9252	8.5728	8.9552	12.1628	11.2977	8.7136	9.8864	9.762	9.6722	8.9283	9.7377	12.362	11.2139	10.8212	9.5958
